LOT,WAFER,WAFER_ID,DEFECT@WAFER@CLASS_NCDD@BEEP,DEFECT@WAFER@CLASS_NCDD@BLOCKED_HM_ETCH,DEFECT@WAFER@CLASS_NCDD@BLOCKED_TRENCH,DEFECT@WAFER@CLASS_NCDD@BLURRY_IMAGE,DEFECT@WAFER@CLASS_NCDD@BROKEN_PATTERN,DEFECT@WAFER@CLASS_NCDD@DENT,DEFECT@WAFER@CLASS_NCDD@DOME,DEFECT@WAFER@CLASS_NCDD@FALLEN_LINES,DEFECT@WAFER@CLASS_NCDD@ILD_HOLE_TEAROUT,DEFECT@WAFER@CLASS_NCDD@LARGE_PARTICLE,DEFECT@WAFER@CLASS_NCDD@MINI,DEFECT@WAFER@CLASS_NCDD@NVD_FALSE,DEFECT@WAFER@CLASS_NCDD@OTHER_UNKNOWN,DEFECT@WAFER@CLASS_NCDD@PATTERN,DEFECT@WAFER@CLASS_NCDD@RESIDUE,DEFECT@WAFER@CLASS_NCDD@ROUNDMOUND_BEEP,DEFECT@WAFER@CLASS_NCDD@SCRATCH,DEFECT@WAFER@CLASS_NCDD@SIZE_SMALL,DEFECT@WAFER@CLASS_NCDD@SMALL_PARTICLE,DEFECT@WAFER@CLASS_NCDD@UNCLASSIFIED,ACTUAL_LOT@DEFECT,DEVICE@DEFECT,INSPECTION_TIME@DEFECT,INSPECTION_TOOL@DEFECT,LAYER,LAYER@DEFECT,LOAD_DATE@DEFECT,RECIPE@DEFECT,SITE@DEFECT,WAFER_ID_ORDER@DEFECT,WAFER_KEY@DEFECT
D511841,119,MC4EP119WAG5,0,0,0.003609,0,0,0,0.014437,0,0.007218,0,0,0.263468,0,0,0,0.003609,0,0,0.003609,,D5118410,PNCB,06/21/2025 7:24:42 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:54:26 AM,8M5CL,D1D,1,6390023
D511841,208,MC4EP208WAE3,0,0,0,0,0,0,0.010751,0.003584,0,0,0,0.197096,0,0,0,0,0,0,0.003584,,D5118410,PNCB,06/21/2025 7:24:42 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:54:37 AM,8M5CL,D1D,2,6390003
D511841,324,MC4CA324WAG0,0,0,0,0,0,0,0.003584,0,0.003584,0,0,0.179178,0,0,0,0.003584,0,0,0.003584,,D5118410,PNCB,06/21/2025 7:24:42 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:53:50 AM,8M5CL,D1D,3,6390069
D511841,339,MC4CA339WAC2,0,0,0,0.003609,0,0,0.014437,0,0.010827,0,0,0.202113,0,0,0,0,0,0,0,,D5118410,PNCB,06/21/2025 7:24:42 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:54:19 AM,8M5CL,D1D,4,6389996
D511841,340,MC4CA340WAF3,0,0,0,0.003584,0,0,0.014334,0,0,0,0,0.193512,0,0,0,0.003584,0,0,0.014334,,D5118410,PNCB,06/21/2025 7:24:42 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:54:17 AM,8M5CL,D1D,5,6390025
D511841,344,MC4CA344WAA2,0,0,0,0,0,0,0,0.00576,0,0,0,0.299512,0,0,0,0,0,0,0,,D5118410,PNCB,06/21/2025 7:24:42 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:54:41 AM,8M5CL,D1D,6,6389964
D511847,25,A14U9025SLE2,0,0,0,0,0,0,0,0.003609,0,0,0,0.191285,0,0,0,0.014437,0,0.003609,0,,D5118470,PNCB,06/28/2025 2:14:12 AM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:04 AM,8M5CL,D1D,1,6390499
D511847,32,A19HR032SLF2,0,0,0,0,0,0,0.003584,0,0.043003,0,0,0.204263,0,0,0,0.010751,0,1.225578,0,,D5118470,PNCB,06/28/2025 2:14:12 AM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:26 AM,8M5CL,D1D,2,6390538
D511847,105,A19HR105SLD5,0,0,0,0,0,0,0.003609,0,0.010827,0,0,0.202113,0,0,0,0.014437,0,0.003609,0,,D5118470,PNCB,06/28/2025 2:14:12 AM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:11 AM,8M5CL,D1D,3,6390528
D511847,121,A19HR121SLD0,0,0,0,0,0,0,0.010827,0,0,0,0,0.202113,0,0,0,0.018046,0,0,0,,D5118470,PNCB,06/28/2025 2:14:12 AM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:33 AM,8M5CL,D1D,4,6390571
D511847,152,A1CE9152SLG3,0,0,0,0,0,0,0.028668,0.003584,0.010751,0,0,0.197096,0,0,0,0,0,0.007167,0,,D5118470,PNCB,06/28/2025 2:14:12 AM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:09 AM,8M5CL,D1D,5,6390479
D511847,157,A1CE9157SLF4,0,0,0,0,0,0,0,0.007218,0.003609,0,0,0.238204,0,0,0,0.007218,0.003609,0,0,,D5118470,PNCB,06/28/2025 2:14:12 AM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:20 AM,8M5CL,D1D,6,6390544
D511847,165,A1CE9165SLB4,0,0,0,0,0,0,0.007218,0.007218,0.003609,0,0,0.21294,0,0,0,0.018046,0,0.007218,0,,D5118470,PNCB,06/28/2025 7:12:15 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:55:54 AM,8M5CL,D1D,7,6390605
D511847,179,A15G4179SLA7,0,0,0,0,0,0,0.021655,0.003609,0.003609,0,0,0.191285,0,0,0,0.003609,0,0.007218,0,,D5118470,PNCB,06/28/2025 7:12:15 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:55:33 AM,8M5CL,D1D,8,6390560
D511847,185,A14YS185SLA4,0,0,0,0,0,0,0.003609,0,0.018046,0,0,0.198504,0,0,0,0.003609,0,0.003609,0,,D5118470,PNCB,06/28/2025 7:12:15 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:55:41 AM,8M5CL,D1D,9,6390575
D511847,187,A14YS187SLB5,0,0,0,0,0,0,0.007218,0.003609,0.003609,0,0,0.21294,0,0,0,0.010827,0,0,0,,D5118470,PNCB,06/28/2025 7:12:15 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:55:47 AM,8M5CL,D1D,10,6390579
D510954,684,GM3BE684JKC4,0,0,0,0,0,0,0.007167,0,0.003584,0,0,0.186345,0,0.003584,0,0.007167,0,0,0,,D5109540,PNCB,06/28/2025 6:14:04 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:55:57 AM,8M5CL,D1D,1,6358830
D510954,685,GM3BE685JKG6,0,0,0,0,0,0,0.003609,0.032482,0,0,0,0.205722,0,0,0,0.003609,0,0,0,,D5109540,PNCB,06/28/2025 6:14:04 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:55:56 AM,8M5CL,D1D,2,6358793
D510954,686,GM3BE686JKD5,0.003584,0,0,0,0,0,0.007167,0.014334,0,0,0,0.189929,0,0,0,0,0,0.007167,0,,D5109540,PNCB,06/28/2025 6:14:04 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:55:33 AM,8M5CL,D1D,3,6358826
D510954,687,GM3BE687JKA4,0,0,0,0,0,0,0,0.007218,0.007218,0,0,0.191285,0,0,0,0.007218,0,0,0,,D5109540,PNCB,06/28/2025 6:14:04 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:56:11 AM,8M5CL,D1D,4,6358863
D510954,688,GM3BE688JKE6,0,0,0,0,0,0,0.007167,0.003584,0,0,0,0.186345,0,0,0,0,0,0.007167,0,,D5109540,PNCB,06/28/2025 6:14:04 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:55:30 AM,8M5CL,D1D,5,6358813
D510954,689,GM3BE689JKB5,0,0,0,0,0,0,0,0.003609,0,0,0,0.194894,0,0,0,0,0,0.003609,0,,D5109540,PNCB,06/28/2025 6:14:04 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:55:50 AM,8M5CL,D1D,6,6358800
D511848,229,A19W2229SLC6,0.029508,0,0,0,0,0,0,0.059017,0,0,0,1.003284,0,0,0,0,0,0,0,,D5118480,PNCB,07/10/2025 2:00:13 AM,BPD450,8M5CL,8M5CL,02/23/2026 11:30:30 AM,8M5CL,D1D,1,6390512
D511848,234,A19W2234SLA6,0,0,0,0,0,0,0,0.003584,0.003584,0,0,0.179178,0,0,0,0,0,0.10034,0,,D5118480,PNCB,07/10/2025 2:00:13 AM,BPD450,8M5CL,8M5CL,02/23/2026 11:30:22 AM,8M5CL,D1D,2,6390624
D511848,235,A19FD235SLF0,0,0,0,0,0,0,0.007218,0.007218,0.010827,0,0,0.194894,0,0,0,0.014437,0,0.057747,0,,D5118480,PNCB,07/10/2025 2:00:13 AM,BPD450,8M5CL,8M5CL,02/23/2026 11:29:34 AM,8M5CL,D1D,3,6390498
D511848,239,A19W2239SLH2,0,0,0,0,0,0,0.007218,0,0.003609,0,0,0.209331,0,0,0,0,0,0.075792,0,,D5118480,PNCB,07/10/2025 2:00:13 AM,BPD450,8M5CL,8M5CL,02/23/2026 11:30:14 AM,8M5CL,D1D,4,6390574
D510863,119,A1HK4119SLG6,0,0,0,0,0,0,0.007383,0.007383,0.003692,0,0,0.826947,0,0,0,0.003692,0,0.011075,0,,D5108630,PXMG,07/09/2025 11:43:39 PM,BPD458,8M5CL,8M5CL,02/20/2026 4:27:44 PM,8M5CL,D1D,1,6349403
D510863,177,A1HK3177SLC6,0,0,0,0,0,0,0.014767,0.003692,0.007383,0,0,0.978307,0.003692,0,0,0,0,0.003692,0.007383,0,D5108630,PXMG,07/09/2025 11:43:39 PM,BPD458,8M5CL,8M5CL,02/20/2026 4:27:30 PM,8M5CL,D1D,2,6349359
D511988,774,GN1MG774JKF2,0.007652,0,0,0,0,0,0.069266,0,0.003826,0,0,1.993217,0,0,0,0,0,0.01913,0,0,D5119880,PXMG,07/10/2025 4:44:01 PM,BPD442,8M5CL,8M5CL,02/20/2026 11:56:22 AM,8M5CL,D1D,1,6397353
D511988,775,GN1MG775JKC1,0,0,0,0,0,0,0.011268,0,0.011268,0,0,1.712511,0,0,0,0,0,0.003756,0,0,D5119880,PXMG,07/10/2025 4:44:01 PM,BPD442,8M5CL,8M5CL,02/20/2026 11:56:38 AM,8M5CL,D1D,2,6397318
D511987,627,GM9HP627JKG7,0,0,0,0,0,0,0,0.003962,0.003962,0,0,2.359013,0,0,0,0.007925,0,0.065368,0,0,D5119870,PXMG,07/08/2025 6:30:37 PM,BPD448,8M5CL,8M5CL,02/19/2026 11:32:11 AM,8M5CL,D1D,1,6397323
D511987,628,GM9HP628JKD6,0,0,0,0,0,0,0,0,0.003725,0.003725,0,1.786325,0,0,0,0.008848,0,0.078231,0,0,D5119870,PXMG,07/08/2025 6:30:37 PM,BPD448,8M5CL,8M5CL,02/19/2026 11:31:58 AM,8M5CL,D1D,2,6397308
D511987,632,GM9HP632JKE7,0,0,0,0,0,0,0.0037,0.003659,0,0,0,1.865685,0,0,0,0.0037,0,0.037003,0.0037,0,D5119870,PXMG,07/08/2025 6:30:37 PM,BPD448,8M5CL,8M5CL,02/19/2026 11:32:12 AM,8M5CL,D1D,3,6397273
D511987,633,GM9HP633JKB6,0,0,0,0,0,0,0,0.004209,0,0,0,2.262733,0,0,0,0.004209,0,0.084171,0,0,D5119870,PXMG,07/08/2025 6:30:37 PM,BPD448,8M5CL,8M5CL,02/19/2026 11:31:34 AM,8M5CL,D1D,4,6397231
D511987,634,GM9HP634JKG0,0,0,0,0,0,0,0.004424,0.004424,0,0,0,2.411527,0,0,0,0,0,0.04596,0,0,D5119870,PXMG,07/08/2025 6:30:37 PM,BPD448,8M5CL,8M5CL,02/19/2026 11:31:49 AM,8M5CL,D1D,5,6397209
D511987,635,GM9HP635JKC7,0.003717,0,0,0,0,0,0,0,0,0,0,2.104104,0,0,0,0.003717,0,0.018587,0,0,D5119870,PXMG,07/08/2025 6:30:37 PM,BPD448,8M5CL,8M5CL,02/19/2026 11:32:06 AM,8M5CL,D1D,6,6397359
D511987,636,GM9HP636JKH1,0,0,0,0,0,0,0,0,0,0,0,2.295716,0,0,0,0,0,0.035226,0,0,D5119870,PXMG,07/08/2025 6:30:37 PM,BPD448,8M5CL,8M5CL,02/19/2026 11:31:41 AM,8M5CL,D1D,7,6397248
D511987,637,GM9HP637JKE0,0,0,0,0,0,0,0,0,0,0,0,2.51217,0,0,0,0.022052,0,0.030264,0.008647,0,D5119870,PXMG,07/08/2025 6:30:37 PM,BPD448,8M5CL,8M5CL,02/19/2026 11:32:00 AM,8M5CL,D1D,8,6397344
D511987,638,GM9HP638JKA7,0,0,0,0,0,0,0,0,0.010644,0,0,2.180612,0,0,0,0.00753,0,0.01506,0,0,D5119870,PXMG,07/08/2025 6:30:37 PM,BPD448,8M5CL,8M5CL,02/19/2026 11:31:51 AM,8M5CL,D1D,9,6397283
D511987,642,GM9HP642JKC0,0,0,0,0,0,0,0.00368,0,0.014718,0,0,1.705028,0,0,0,0,0,0.014718,0,0,D5119870,PXMG,07/08/2025 6:30:37 PM,BPD448,8M5CL,8M5CL,02/19/2026 11:31:53 AM,8M5CL,D1D,10,6397234
D511987,643,GM9HP643JKG2,0,0,0,0,0,0,0.004939,0,0,0,0,2.804137,0,0.004939,0,0.013799,0,0.014816,0,0,D5119870,PXMG,07/08/2025 6:30:37 PM,BPD448,8M5CL,8M5CL,02/19/2026 11:31:37 AM,8M5CL,D1D,11,6397169
D511987,644,GM9HP644JKD1,0,0,0,0,0,0,0.00373,0,0.00373,0,0,1.806898,0,0,0,0,0,0.055518,0,0,D5119870,PXMG,07/08/2025 6:30:37 PM,BPD448,8M5CL,8M5CL,02/19/2026 11:31:32 AM,8M5CL,D1D,12,6397220
D512952,731,MC4EM731WAE6,0,0,0,0,0,0,0.007218,0,0.010827,0,0,0.187676,0,0,0,0.007218,0,0.032482,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:33:49 AM,8M5CL,D1D,1,6431870
D512952,733,MC4EM733WAF7,0,0,0,0,0,0,0.003609,0,0.003609,0,0,0.180458,0,0,0,0.014437,0,0.028873,0.003609,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:50 AM,8M5CL,D1D,2,6431800
D512952,734,MC4EM734WAC6,0,0,0,0,0,0,0,0,0,0,0,0.193512,0,0,0,0,0,0.032252,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:41 AM,8M5CL,D1D,3,6431824
D512952,735,MC4EM735WAH0,0,0,0,0,0,0,0.007218,0.003609,0.007218,0,0,0.187676,0,0,0,0.003609,0,0.018046,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:29:50 AM,8M5CL,D1D,4,6431777
D512952,736,MC4EM736WAD7,0,0,0,0,0,0,0,0,0,0.003584,0,0.186345,0,0,0,0.014334,0,0.010751,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:05 AM,8M5CL,D1D,5,6431866
D512952,750,MC4EM750WAC1,0,0,0,0,0,0,0.007167,0,0.007167,0,0,0.193512,0,0,0,0.014334,0,0.060921,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:10 AM,8M5CL,D1D,6,6431794
D512952,766,MC4EM766WAC5,0,0,0,0,0,0,0,0,0.003584,0,0,0.200679,0,0,0,0.025085,0,0.032252,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:33:05 AM,8M5CL,D1D,7,6431812
D512952,770,MC4EM770WAD6,0,0,0,0,0,0,0.007676,0.007676,0,0,0,0.399143,0,0,0,0.015352,0,0.015352,0.007676,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:33:09 AM,8M5CL,D1D,8,6431789
D512952,772,MC4EM772WAE7,0.003584,0,0,0,0,0,0,0.010751,0.010751,0,0,0.204263,0,0,0,0.007167,0,0.028668,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:33:22 AM,8M5CL,D1D,9,6431782
D512952,777,MC4EM777WAE0,0,0,0,0,0,0,0.003609,0,0.018046,0,0,0.180458,0,0,0,0.014437,0,0.036092,0.007218,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:12 AM,8M5CL,D1D,10,6431840
D512952,786,MC4EM786WAE2,0,0,0,0,0,0,0.003584,0,0.003584,0,0,0.189929,0,0,0,0,0,0,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:33:29 AM,8M5CL,D1D,11,6431702
D512952,794,MC4EM794WAA2,0,0,0,0,0,0,0.003584,0.003584,0.007167,0,0,0.197096,0,0,0,0.010751,0,0.021501,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:37 AM,8M5CL,D1D,12,6431808
D512952,800,MC4EM800WAA7,0,0,0,0,0,0,0,0.003584,0,0.003584,0,0.197096,0,0,0,0.007167,0,0.003584,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:11 AM,8M5CL,D1D,13,6431832
D512952,801,MC4EM801WAF1,0,0,0,0,0,0,0.003609,0.003609,0.021655,0,0,0.191285,0,0,0,0.010827,0,0.057747,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:24 AM,8M5CL,D1D,14,6431696
D512952,811,MC4EM811WAC2,0,0,0,0,0,0,0.003609,0.003609,0.003609,0,0,0.202113,0,0,0,0.003609,0,0.021655,0.003609,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:18 AM,8M5CL,D1D,15,6431817
D512952,815,MC4EM815WAE4,0,0,0,0,0,0,0,0,0.007218,0,0,0.230986,0,0,0,0.014437,0,0.04331,0.003609,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:19 AM,8M5CL,D1D,16,6431891
D512952,818,MC4EM818WAC4,0.003584,0,0,0,0,0,0.010751,0.007167,0.007167,0,0,0.197096,0,0,0,0.007167,0,0.007167,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:31:59 AM,8M5CL,D1D,17,6431862
D512952,819,MC4EM819WAG6,0,0,0,0,0,0,0,0.003609,0.003609,0,0.003609,0.198504,0,0,0,0.014437,0,0.007218,0.003609,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:29:56 AM,8M5CL,D1D,18,6431905
D512952,839,MC4EM839WAB0,0,0,0,0,0,0,0.003609,0.007218,0.014437,0,0,0.209331,0,0,0,0.010827,0,0.003609,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:25 AM,8M5CL,D1D,19,6431850
D512952,842,MC4EM842WAF2,0,0,0,0,0,0,0.003584,0,0.007167,0,0,0.189929,0,0,0,0.017918,0,0.021501,0.003584,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:33:12 AM,8M5CL,D1D,20,6431787
D512952,845,MC4EM845WAD2,0,0,0,0,0,0,0,0,0.003609,0,0,0.209331,0,0,0,0.010827,0,0.039701,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:56 AM,8M5CL,D1D,21,6431852
D512952,846,MC4EM846WAA1,0.003584,0,0,0,0,0,0.003584,0.003584,0.007167,0,0,0.232931,0,0,0,0.043003,0,0.028668,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:33:39 AM,8M5CL,D1D,22,6431904
D512952,851,MC4EM851WAF4,0,0,0,0,0,0,0,0.003609,0,0,0,0.198504,0,0,0,0.007218,0,0.018046,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:33:40 AM,8M5CL,D1D,23,6431844
D512952,854,MC4EM854WAD4,0,0,0,0,0,0,0.007167,0.003584,0,0,0,0.189929,0,0,0,0.017918,0,0.046586,0,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:31:52 AM,8M5CL,D1D,24,6431886
D512952,890,MC4EM890WAE4,0,0,0,0,0,0,0.017918,0,0,0,0,0.186345,0,0,0,0.017918,0,0.017918,0.003584,,D5129520,PNCB,07/06/2025 1:54:58 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:29:43 AM,8M5CL,D1D,25,6431896
D512917,442,GG8QR442JKG0,0,0,0,0,0,0,0.057337,0.017918,0.146926,0,0,0.236515,0,0.007167,0,0.197096,0,0.017918,0.017918,,D5129170,PNCB,07/17/2025 3:36:17 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:22:05 AM,8M5CL,D1D,1,6435935
D512917,443,GG8QR443JKC7,0,0,0,0,0,0,0.097447,0.010827,0.133539,0,0,0.249032,0,0.003609,0,0.281514,0,0.010827,0.003609,,D5129170,PNCB,07/17/2025 3:36:17 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:21:39 AM,8M5CL,D1D,2,6435973
D512917,502,GG7AA502JKE5,0,0,0,0,0,0,0.078838,0.028668,0.132592,0,0,0.2616,0,0.010751,0,0.2616,0,0.007167,0.028668,,D5129170,PNCB,07/17/2025 3:36:17 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:21:55 AM,8M5CL,D1D,3,6436027
D512917,503,GG7AA503JKB4,0,0,0,0,0,0,0.075792,0.032482,0.162412,0,0,0.238204,0,0.007218,0,0.29956,0,0.021655,0,,D5129170,PNCB,07/17/2025 3:36:17 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:21:51 AM,8M5CL,D1D,4,6435981
D512917,504,GG7AA504JKF6,0,0,0,0,0,0,0.057337,0.017918,0.064504,0,0,0.236515,0,0,0,0.189929,0,0.014334,0.010751,,D5129170,PNCB,07/17/2025 3:36:17 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:21:34 AM,8M5CL,D1D,5,6435976
D512917,505,GG7AA505JKC5,0,0,0,0,0,0,0.153214,0.013929,0.139285,0,0,0.389999,0,0,0,0.299464,0,0,0,,D5129170,PNCB,07/17/2025 3:36:17 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:21:46 AM,8M5CL,D1D,6,6435933
D513370,305,GH1LX305JKF4,0,0,0,0,0,0,0.003609,0.014437,0.010827,0,0,0.209331,0,0,0,0.010827,0,0.050528,0,,D5133700,PNCB,07/18/2025 12:13:09 AM,BPD446,8M5CL,8M5CL,02/23/2026 3:51:15 PM,8M5CL,D1D,1,6451902
D513370,306,GH1LX306JKC3,0,0,0,0,0,0,0.010751,0,0.003584,0,0,0.218597,0,0,0,0.003584,0,0.089589,0,,D5133700,PNCB,07/18/2025 12:13:09 AM,BPD446,8M5CL,8M5CL,02/23/2026 3:51:05 PM,8M5CL,D1D,2,6452038
D512345,561,KHNCR561WFH1,0,0,0,0,0,0,0,0.003609,0,0,0,0.187676,0,0,0,0,0,0,0,,D5123450,PNCB,07/17/2025 11:35:57 PM,BPD444,8M5CL,8M5CL,02/19/2026 1:40:57 PM,8M5CL,D1D,1,6421195
D512345,563,KHNCR563WFA7,0,0,0,0,0,0,0,0.003609,0,0,0,0.187676,0,0,0,0.003609,0,0,0.003609,,D5123450,PNCB,07/17/2025 11:35:57 PM,BPD444,8M5CL,8M5CL,02/19/2026 1:40:58 PM,8M5CL,D1D,2,6421313
D512341,213,GG6HR213JKE5,0,0,0,0,0,0,0,0.015687,0.015687,0,0,0.525507,0,0,0,0.007843,0,0,0,,D512341A,PNCB,07/17/2025 11:00:04 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:30:17 AM,8M5CL,D1D,1,6891415
D512341,214,GG6HR214JKB4,0,0,0,0,0,0,0.014334,0,0.003584,0,0,0.390608,0,0,0,0.017918,0,0.007167,0,,D512341A,PNCB,07/17/2025 11:00:04 PM,BPD450,8M5CL,8M5CL,02/23/2026 11:30:11 AM,8M5CL,D1D,2,6891382
D512347,5,KHNCP005WFA6,0,0,0,0,0,0,0.014437,0,0.003609,0,0,0.187676,0,0,0,0.007218,0,0,0,,D5123470,PNCB,07/24/2025 10:58:38 AM,BPD458,8M5CL,8M5CL,02/20/2026 4:27:43 PM,8M5CL,D1D,1,6421381
D512347,118,KHNCP118WFC3,0,0,0,0,0,0,0.007167,0.007167,0,0,0,0.186345,0,0,0,0,0,0.007167,0,,D5123470,PNCB,07/24/2025 10:58:38 AM,BPD458,8M5CL,8M5CL,02/20/2026 4:27:49 PM,8M5CL,D1D,2,6421330
D512347,122,KHNCP122WFD4,0,0,0,0,0,0,0,0,0.003584,0,0,0.182762,0,0,0,0,0,0.003584,0.003584,,D5123470,PNCB,07/24/2025 10:58:38 AM,BPD458,8M5CL,8M5CL,02/20/2026 4:27:37 PM,8M5CL,D1D,3,6421320
D512347,123,KHNCP123WFA3,0,0,0,0,0,0,0.003609,0,0,0,0,0.184067,0,0,0,0,0,0.003609,0,,D5123470,PNCB,07/24/2025 10:58:38 AM,BPD458,8M5CL,8M5CL,02/20/2026 4:27:36 PM,8M5CL,D1D,4,6421421
D511842,67,MC4EP067WAG6,0,0,0,0,0,0,0,0,0,0,0.003609,0.202113,0,0,0,0,0,0,0,,D5118420,PNCB,07/31/2025 4:38:32 AM,BPD446,8M5CL,8M5CL,02/23/2026 3:52:07 PM,8M5CL,D1D,1,6389895
D511842,221,MC4EP221WAF6,0,0,0,0,0,0,0,0,0,0,0,0.245423,0,0,0,0,0,0.007218,0,,D5118420,PNCB,07/31/2025 4:38:32 AM,BPD446,8M5CL,8M5CL,02/23/2026 3:52:13 PM,8M5CL,D1D,2,6389832
D511842,223,MC2ZC223WAC2,0,0,0,0,0,0,0,0,0.007218,0,0,0.245423,0,0.003609,0,0.010827,0.003609,0.021655,0,,D5118420,PNCB,07/31/2025 4:38:32 AM,BPD446,8M5CL,8M5CL,02/23/2026 3:52:21 PM,8M5CL,D1D,3,6389864
D511842,229,MC4EL229WAB3,0,0,0,0,0,0,0,0.035391,0.017696,0,0,0.902478,0,0,0,0,0,0,0,,D5118420,PNCB,07/31/2025 12:52:14 PM,BPD444,8M5CL,8M5CL,02/19/2026 1:43:32 PM,8M5CL,D1D,4,6389883
D511842,303,MC4EP303WAE3,0,0,0,0,0,0,0,0,0,0,0,0.238204,0,0.003609,0,0,0,0.010827,0,,D5118420,PNCB,07/31/2025 4:38:32 AM,BPD446,8M5CL,8M5CL,02/23/2026 3:51:55 PM,8M5CL,D1D,5,6389816
D511842,305,MC4EP305WAF4,0,0,0,0,0,0,0.335652,0,0.176849,0,0,0.202113,0,0,0,0.018046,0,0.028873,0,,D5118420,PNCB,07/31/2025 4:38:32 AM,BPD446,8M5CL,8M5CL,02/23/2026 3:52:01 PM,8M5CL,D1D,6,6389794
D511842,306,MC4EP306WAC3,0,0,0,0,0,0,0.003584,0,0.007167,0,0,0.229348,0,0,0,0,0.007167,0.007167,0.003584,,D5118420,PNCB,07/31/2025 12:52:14 PM,BPD444,8M5CL,8M5CL,02/19/2026 1:41:19 PM,8M5CL,D1D,7,6389781
