LOT,WAFER,WAFER_ID,DEFECT@WAFER@CLASS_NCDD@BEEP,DEFECT@WAFER@CLASS_NCDD@BLOCKED_TRENCH,DEFECT@WAFER@CLASS_NCDD@BLURRY_IMAGE,DEFECT@WAFER@CLASS_NCDD@DOME,DEFECT@WAFER@CLASS_NCDD@FALLEN_LINES,DEFECT@WAFER@CLASS_NCDD@ILD_HOLE_TEAROUT,DEFECT@WAFER@CLASS_NCDD@LARGE_PARTICLE,DEFECT@WAFER@CLASS_NCDD@MINI,DEFECT@WAFER@CLASS_NCDD@NVD_FALSE,DEFECT@WAFER@CLASS_NCDD@OTHER_UNKNOWN,DEFECT@WAFER@CLASS_NCDD@PATTERN,DEFECT@WAFER@CLASS_NCDD@RESIDUE,DEFECT@WAFER@CLASS_NCDD@ROUNDMOUND_BEEP,DEFECT@WAFER@CLASS_NCDD@SCRATCH,DEFECT@WAFER@CLASS_NCDD@SIZE_SMALL,DEFECT@WAFER@CLASS_NCDD@SMALL_PARTICLE,DEFECT@WAFER@CLASS_NCDD@UNCLASSIFIED,ACTUAL_LOT@DEFECT,DEVICE@DEFECT,INSPECTION_TIME@DEFECT,INSPECTION_TOOL@DEFECT,LAYER,LAYER@DEFECT,LOAD_DATE@DEFECT,RECIPE@DEFECT,SITE@DEFECT,WAFER_ID_ORDER@DEFECT,WAFER_KEY@DEFECT,DEFECT@WAFER@CLASS_EDI@BEEP,DEFECT@WAFER@CLASS_EDI@BLOCKED_TRENCH,DEFECT@WAFER@CLASS_EDI@BLURRY_IMAGE,DEFECT@WAFER@CLASS_EDI@DOME,DEFECT@WAFER@CLASS_EDI@FALLEN_LINES,DEFECT@WAFER@CLASS_EDI@ILD_HOLE_TEAROUT,DEFECT@WAFER@CLASS_EDI@LARGE_PARTICLE,DEFECT@WAFER@CLASS_EDI@MINI,DEFECT@WAFER@CLASS_EDI@NVD_FALSE,DEFECT@WAFER@CLASS_EDI@OTHER_UNKNOWN,DEFECT@WAFER@CLASS_EDI@PATTERN,DEFECT@WAFER@CLASS_EDI@RESIDUE,DEFECT@WAFER@CLASS_EDI@ROUNDMOUND_BEEP,DEFECT@WAFER@CLASS_EDI@SCRATCH,DEFECT@WAFER@CLASS_EDI@SIZE_SMALL,DEFECT@WAFER@CLASS_EDI@SMALL_PARTICLE,DEFECT@WAFER@CLASS_EDI@WAFER_TOTAL
D602000,523,GT6ER523JKA6,0,0,0,0.060931,0.003584,0.064516,0,0,0.089605,0,0,0,0.028674,0,0.007168,0,,D6020000,PXMG,04/02/2026 1:57:28 PM,BPD436,8M6CL,8M6CL,06/10/2026 12:55:37 AM,8M6CL,D1D,2,7904950,,,,,,,,,,,,,,,,,
D602000,702,GT5JE702JKB3,0,0,0,0.021316,0,0,0,0,0.149212,0,0,0,0.007105,0,0,0.003553,,D6020000,PXMG,04/02/2026 1:57:28 PM,BPD436,8M6CL,8M6CL,06/11/2026 5:17:05 AM,8M6CL,D1D,3,7904980,,,,,,,,,,,,,,,,,
D602000,703,GT5JE703JKF5,0,0,0,0.017921,0,0,0,0,0.157705,0,0,0,0,0,0,0,,D6020000,PXMG,04/02/2026 1:57:28 PM,BPD436,8M6CL,8M6CL,06/11/2026 12:35:20 AM,8M6CL,D1D,4,7904986,,,,,,,,,,,,,,,,,
D601554,1,GT9FQ001JKD2,0.003584,0,0,0,0.007168,0.014337,0,0,0.017921,0,0,0,0.010753,0.003584,0.014337,0,,D6015540,PXMG,04/02/2026 3:37:12 PM,BPD458,8M6CL,8M6CL,06/30/2026 11:00:38 PM,8M6CL,D1D,1,7886956,,,,,,,,,,,,,,,,,
D601554,2,GT9FQ002JKA1,0,0,0,0.028421,0.010658,0,0,0,0.028421,0,0.003553,0,0.003553,0.003553,0.003553,0,,D6015540,PXMG,04/02/2026 3:37:12 PM,BPD458,8M6CL,8M6CL,06/30/2026 11:34:32 PM,8M6CL,D1D,2,7886723,,,,,,,,,,,,,,,,,
D601542,326,GT6QX326JKB7,0,0,0,0.092369,0,0.003553,0,0,0.163422,0,0,0,0,0.010658,0.003553,0,,D6015420,PXMG,03/29/2026 4:36:42 PM,BPD436,8M6CL,8M6CL,06/10/2026 7:36:58 AM,8M6CL,D1D,1,7869392,,,,,,,,,,,,,,,,,
D601542,327,GT6QX327JKG1,0,0,0,0.102662,0.00367,0,0,0,0.208567,0.007339,0,0,0,0,0.014678,0,0,D6015420,PXMG,03/29/2026 4:36:42 PM,BPD436,8M6CL,8M6CL,06/10/2026 1:32:50 AM,8M6CL,D1D,2,7869411,,,,,,,,,,,,,,,,,
D603136,15,A26FX015SLH2,0,0,0,0.014337,0,0.003584,0,0,0.175626,0,0,0,0.017921,0,0.007168,0,,D6031360,PXMG,04/11/2026 9:56:31 PM,BPD454,8M6CL,8M6CL,07/19/2026 1:54:35 PM,8M6CL,D1D,1,7937636,,,,,,,,,,,,,,,,,
D603136,21,A26FX021SLC1,0,0,0,0.003584,0,0,0,0,0.103942,0,0,0.003584,0,0.007168,0.003584,0,,D6031360,PXMG,04/11/2026 9:56:31 PM,BPD454,8M6CL,8M6CL,07/19/2026 2:18:46 PM,8M6CL,D1D,2,7937739,,,,,,,,,,,,,,,,,
D601558,13,A25GX013SLH2,0,0,0,0.007168,0.003584,0,0,0,0.31541,0,0,0,0.003584,0.003584,0,0,,D6015580,PXMG,04/11/2026 9:31:00 PM,BPD448,8M6CL,8M6CL,06/16/2026 3:25:05 PM,8M6CL,D1D,1,7889872,,,,,,,,,,,,,,,,,
D601558,16,A25GX016SLF2,0.003553,0,0,0.056843,0,0.003553,0,0,0.259344,0,0,0,0,0.056843,0,0,,D6015580,PXMG,04/11/2026 9:31:00 PM,BPD448,8M6CL,8M6CL,06/17/2026 12:13:45 AM,8M6CL,D1D,2,7889988,,,,,,,,,,,,,,,,,
D602624,679,GT6ER679JKD5,0.014337,0,0,0.010753,0.003584,0.003584,0,0,0.100358,0,0.003584,0,0.003584,0,0.014337,0.003584,,D6026240,PXMG,04/11/2026 8:32:02 PM,BPD454,8M6CL,8M6CL,06/02/2026 3:38:13 AM,8M6CL,D1D,1,7903330,,,,,,,,,,,,,,,,,
D602624,680,GT6ER680JKG6,0,0,0,0.003553,0,0,0,0,0.245134,0,0,0,0.003553,0.003553,0.017763,0.003553,,D6026240,PXMG,04/11/2026 8:32:02 PM,BPD454,8M6CL,8M6CL,06/02/2026 3:51:02 AM,8M6CL,D1D,2,7903450,,,,,,,,,,,,,,,,,
D601541,305,GT5VX305JKB6,0,0,0,0.003584,0,0,0,0,0.096773,0,0,0,0.003584,0,0.003584,0.003584,,D6015410,PXMG,04/09/2026 10:51:05 AM,BPD446,8M6CL,8M6CL,06/30/2026 10:48:11 PM,8M6CL,D1D,1,7869572,,,,,,,,,,,,,,,,,
D601541,306,GT5VX306JKG0,0,0,0,0.003553,0,0,0,0,0.060395,0,0,0,0.003553,0.003553,0.003553,0,,D6015410,PXMG,04/09/2026 10:51:05 AM,BPD446,8M6CL,8M6CL,06/30/2026 11:39:44 PM,8M6CL,D1D,2,7869434,,,,,,,,,,,,,,,,,
D601543,554,MCJ1P554WAD2,0.003553,0,0,0.028421,0,0,0,0,0.223818,0,0,0.003553,0,0,0.017763,0,,D6015430,PXMG,04/08/2026 5:08:42 PM,BPD454,8M6CL,8M6CL,07/04/2026 11:03:22 PM,8M6CL,D1D,1,7869452,,,,,,,,,,,,,,,,,
D601543,560,MCJ1P560WAF4,0,0,0,0.056843,0,0,0,0,0.31974,0,0,0,0.003553,0.003553,0.014211,0,,D6015430,PXMG,04/08/2026 5:08:42 PM,BPD454,8M6CL,8M6CL,07/05/2026 1:16:04 AM,8M6CL,D1D,2,7869380,,,,,,,,,,,,,,,,,
D602850,758,KJ7KR758WFE5,0,0,0,0.013957,0,0.003489,0,0,70.48721,0,0,0,0.010468,0.010468,0,0,0,D6028500,PR8B,04/08/2026 8:00:53 PM,BPD448,8M6CL,8M6CL,08/08/2026 1:38:40 PM,8M6CL,D1D,1,7903172,,,,,,,,,,,,,,,,,
D602850,759,KJ7KR759WFB4,0,0,0,0.02273,0,0,0,0,80.27692,0,0,0,0,0,0.003247,0,0,D6028500,PR8B,04/08/2026 8:00:53 PM,BPD448,8M6CL,8M6CL,08/08/2026 1:07:04 PM,8M6CL,D1D,2,7903175,,,,,,,,,,,,,,,,,
D602850,760,KJ7KR760WFE5,0,0,0,0.013957,0,0,0,0,87.83249,0,0,0,0.013957,0,0,0,0,D6028500,PR8B,04/08/2026 8:00:53 PM,BPD448,8M6CL,8M6CL,08/08/2026 12:57:32 PM,8M6CL,D1D,3,7903289,,,,,,,,,,,,,,,,,
D602850,761,KJ7KR761WFB4,0,0,0,0.02273,0,0,0,0,91.61609,0,0,0.003247,0.003247,0.003247,0,0,0,D6028500,PR8B,04/08/2026 8:00:53 PM,BPD448,8M6CL,8M6CL,08/08/2026 1:24:25 PM,8M6CL,D1D,4,7903251,,,,,,,,,,,,,,,,,
D602608,16,KJ7YL016WFB7,0,0,0,0.007167,0,0.007167,0,0,0.189929,0,0,0,0.007167,0.003584,0.007167,0,,D6026080,PNCB,04/09/2026 10:28:50 AM,BPD436,8M6CL,8M6CL,06/01/2026 12:02:23 AM,8M6CL,D1D,1,7919754,,,,,,,,,,,,,,,,,
D602608,18,KJ7YL018WFD0,0.003584,0,0,0.014334,0,0.017918,0,0,0.189929,0,0,0,0.007167,0.003584,0.003584,0,,D6026080,PNCB,04/09/2026 10:28:50 AM,BPD436,8M6CL,8M6CL,06/01/2026 12:06:46 AM,8M6CL,D1D,2,7919905,,,,,,,,,,,,,,,,,
D602608,22,KJ7YL022WFE1,0,0,0,0.010751,0.003584,0.003584,0,0,0.182762,0,0,0,0.007167,0.003584,0,0.010751,,D6026080,PNCB,04/09/2026 10:28:50 AM,BPD436,8M6CL,8M6CL,06/05/2026 11:58:31 AM,8M6CL,D1D,3,7919814,,,,,,,,,,,,,,,,,
D602608,25,KJ7YL025WFC1,0.003609,0,0,0.032482,0.003609,0,0,0,0.180458,0,0,0,0.003609,0.003609,0.003609,0.007218,,D6026080,PNCB,04/09/2026 10:28:50 AM,BPD436,8M6CL,8M6CL,05/31/2026 11:00:20 PM,8M6CL,D1D,4,7919736,,,,,,,,,,,,,,,,,
D601561,32,GT9FQ032JKG2,0,0,0,0.042632,0.003553,0,0,0,0.063948,0,0,0,0,0,0,0,,D6015610,PXMG,04/06/2026 11:43:24 PM,BPD446,8M6CL,8M6CL,06/08/2026 1:18:51 AM,8M6CL,D1D,1,7889828,,,,,,,,,,,,,,,,,
D601561,36,GT9FQ036JKB1,0,0,0,0.010658,0,0.003553,0,0,0.156317,0,0,0,0.003553,0,0,0,,D6015610,PXMG,04/06/2026 11:43:24 PM,BPD446,8M6CL,8M6CL,06/04/2026 10:58:41 AM,8M6CL,D1D,2,7889925,,,,,,,,,,,,,,,,,
D601567,184,5DXAN184MVB6,0,0,0,0.039079,0.003553,0.003553,0,0,0.216712,0,0,0,0.010658,0.010658,0.007105,0,,D6015670,PXMG,04/07/2026 1:59:17 AM,BPD450,8M6CL,8M6CL,06/16/2026 6:15:12 AM,8M6CL,D1D,1,7890707,,,,,,,,,,,,,,,,,
D601567,194,5DXAN194MVG2,0,0,0,0.039079,0,0.007105,0,0,0.216712,0,0.003553,0,0.003553,0,0.017763,0,,D6015670,PXMG,04/07/2026 1:59:17 AM,BPD450,8M6CL,8M6CL,06/16/2026 6:42:16 AM,8M6CL,D1D,2,7890694,,,,,,,,,,,,,,,,,
D601559,19,A23UP019SLB5,0,0,0,0.003584,0,0,0,0,0.082437,0,0,0,0,0.003584,0.014337,0.010753,,D6015590,PXMG,04/07/2026 8:25:18 AM,BPD432,8M6CL,8M6CL,06/19/2026 2:59:15 AM,8M6CL,D1D,1,7889923,,,,,,,,,,,,,,,,,
D601559,21,A23UP021SLB5,0,0,0,0.003584,0.010753,0,0,0,0.118279,0,0,0,0,0,0.014337,0,,D6015590,PXMG,04/07/2026 8:25:18 AM,BPD432,8M6CL,8M6CL,06/20/2026 9:17:31 AM,8M6CL,D1D,2,7889766,,,,,,,,,,,,,,,,,
D601571,148,5DXBG148MVB1,0,0.003553,0,0.039079,0,0.007105,0,0,0.063948,0,0,0,0,0,0.003553,0,,D6015710,PXMG,04/12/2026 8:36:08 AM,BPD446,8M6CL,8M6CL,07/19/2026 12:40:27 PM,8M6CL,D1D,1,7890633,,,,,,,,,,,,,,,,,
D601571,156,5DXBG156MVE4,0.003553,0.003553,0,0.039079,0,0,0,0,0.103027,0,0,0,0.007105,0,0,0,,D6015710,PXMG,04/12/2026 8:36:08 AM,BPD446,8M6CL,8M6CL,07/19/2026 11:56:33 AM,8M6CL,D1D,2,7890728,,,,,,,,,,,,,,,,,
D602109,26,KJ7KK026WFA7,0.02647,0,0,0.047035,0.007906,0.003953,0,0.003953,0.260245,0,0.121741,0,0,0.003953,0.007906,0,0,D6021090,PXMG,04/12/2026 11:10:17 PM,BPD454,8M6CL,8M6CL,07/21/2026 12:52:21 AM,8M6CL,D1D,1,7907792,,,,,,,,,,,,,,,,,
D602109,27,KJ7KK027WFF1,0,0,0,0.046595,0,0,0,0,0.254478,0,0,0,0.003584,0,0,0,,D6021090,PXMG,04/12/2026 11:10:17 PM,BPD454,8M6CL,8M6CL,07/19/2026 11:53:56 AM,8M6CL,D1D,2,7907743,,,,,,,,,,,,,,,,,
D602109,35,KJ7KK035WFB1,0,0,0,0.014337,0,0.007168,0,0,0.197131,0,0,0,0.003584,0.017921,0.010753,0,,D6021090,PXMG,04/13/2026 1:28:15 AM,BPD442,8M6CL,8M6CL,07/19/2026 12:59:18 PM,8M6CL,D1D,3,7907622,,,,,,,,,,,,,,,,,
D602109,54,KJ7KK054WFF7,0,0,0,0.021316,0.003553,0,0,0,0.238028,0,0,0,0.007105,0,0.007105,0,,D6021090,PXMG,04/13/2026 1:28:15 AM,BPD442,8M6CL,8M6CL,07/19/2026 11:30:52 AM,8M6CL,D1D,4,7907737,,,,,,,,,,,,,,,,,
D602109,78,KJ7KK078WFC3,0,0,0,0.067501,0.003553,0.003553,0,0,0.21316,0,0,0,0.007105,0.003553,0.003553,0,,D6021090,PXMG,04/13/2026 1:28:15 AM,BPD442,8M6CL,8M6CL,07/19/2026 12:38:23 PM,8M6CL,D1D,5,7907789,,,,,,,,,,,,,,,,,
D602109,463,KJ7KP463WFE4,0,0,0,0.025089,0,0,0,0,0.261647,0,0,0,0.003584,0.025089,0.003584,0,,D6021090,PXMG,04/13/2026 1:28:15 AM,BPD442,8M6CL,8M6CL,07/19/2026 11:35:31 AM,8M6CL,D1D,6,7907849,,,,,,,,,,,,,,,,,
D601555,155,A24ZQ155SLE2,0,0,0,0.010753,0,0,0,0,0.229389,0,0,0,0.003584,0.003584,0.010753,0,,D6015550,PXMG,04/14/2026 2:58:10 AM,BPD454,8M6CL,8M6CL,07/05/2026 6:01:07 AM,8M6CL,D1D,1,7886866,,,,,,,,,,,,,,,,,
D601555,156,A24ZQ156SLB1,0,0,0,0.007105,0,0,0,0,0.284213,0,0,0,0,0.003553,0.021316,0,,D6015550,PXMG,04/14/2026 2:58:10 AM,BPD454,8M6CL,8M6CL,07/05/2026 12:37:37 AM,8M6CL,D1D,2,7886792,,,,,,,,,,,,,,,,,
D602105,10,KJ7YR010WFA6,0,0,0,0.010658,0.007105,0,0,0,0.060395,0,0,0,0.010658,0,0.007105,0,,D6021050,PXMG,04/17/2026 10:44:42 AM,BPD432,8M6CL,8M6CL,07/27/2026 4:22:14 AM,8M6CL,D1D,1,7907833,,,,,,,,,,,,,,,,,
D602105,29,KJ7YR029WFG5,0.003584,0,0,0.014337,0.010753,0,0,0,0.086021,0,0,0,0,0.003584,0.007168,0,,D6021050,PXMG,04/17/2026 10:44:42 AM,BPD432,8M6CL,8M6CL,07/26/2026 2:39:54 PM,8M6CL,D1D,2,7907804,,,,,,,,,,,,,,,,,
D603148,527,GT7PS527JKB3,0,0,0,0.010753,0.003584,0,0,0,0.236557,0,0,0,0.010753,0,0.014337,0,,D6031480,PXMG,04/18/2026 3:25:24 PM,BPD436,8M6CL,8M6CL,07/20/2026 10:20:05 PM,8M6CL,D1D,1,7945692,,,,,,,,,,,,,,,,,
D603148,528,GT7PS528JKF5,0.021316,0,0,0.028421,0,0.003553,0,0,0.198949,0,0,0.003553,0.010658,0.003553,0.017763,0.003553,,D6031480,PXMG,04/18/2026 3:25:24 PM,BPD436,8M6CL,8M6CL,07/20/2026 10:03:00 PM,8M6CL,D1D,2,7945674,,,,,,,,,,,,,,,,,
D601545,146,5DXBG146MVA0,0,0,0,0,0,0,0,0,0.238028,0,0,0,0,0.003553,0.007105,0,,D6015450,PXMG,04/17/2026 12:26:41 PM,BPD450,8M6CL,8M6CL,06/21/2026 11:28:34 AM,8M6CL,D1D,1,7883554,,,,,,,,,,,,,,,,,
D601545,149,5DXBG149MVF3,0,0,0,0.021505,0,0,0,0,0.254478,0,0,0,0.003584,0,0.003584,0.003584,,D6015450,PXMG,04/17/2026 12:26:41 PM,BPD450,8M6CL,8M6CL,06/21/2026 3:40:52 PM,8M6CL,D1D,2,7883410,,,,,,,,,,,,,,,,,
D601560,60,A25GX060SLC2,0.003553,0,0,0,0,0.003553,0,0,0.220265,0,0,0,0,0,0.035527,0.003553,,D6015600,PXMG,04/18/2026 9:19:48 AM,BPD446,8M6CL,8M6CL,07/12/2026 2:07:00 AM,8M6CL,D1D,1,7889801,,,,,,,,,,,,,,,,,
D601560,61,A25GX061SLG4,0,0,0,0.035842,0.003584,0,0,0,0.157705,0,0,0,0,0,0.003584,0,,D6015600,PXMG,04/18/2026 9:19:48 AM,BPD446,8M6CL,8M6CL,07/12/2026 3:25:06 AM,8M6CL,D1D,2,7889848,,,,,,,,,,,,,,,,,
D603140,130,A26LJ130SLG7,0.003553,0,0,0.017763,0,0,0,0,0.248686,0,0,0,0.010658,0,0.010658,0,,D6031400,PXMG,04/18/2026 9:42:33 AM,BPD454,8M6CL,8M6CL,07/19/2026 10:39:11 AM,8M6CL,D1D,1,7937816,,,,,,,,,,,,,,,,,
D603140,132,A26LJ132SLA5,0,0,0,0.007105,0,0,0,0,0.202502,0,0,0,0.007105,0,0.007105,0.007105,,D6031400,PXMG,04/18/2026 9:42:33 AM,BPD454,8M6CL,8M6CL,07/21/2026 12:03:42 AM,8M6CL,D1D,2,7937813,,,,,,,,,,,,,,,,,
D602644,2,GT7EJ002JKF4,0.003553,0,0,0.017763,0,0,0,0,0.230923,0,0,0,0,0.010658,0.003553,0,,D6026440,PXMG,04/13/2026 4:20:03 PM,BPD444,8M6CL,8M6CL,07/19/2026 1:07:29 PM,8M6CL,D1D,1,7912479,,,,,,,,,,,,,,,,,
D602644,3,GT7EJ003JKC3,0.003584,0,0,0.017921,0.003584,0,0,0,0.197131,0,0,0,0,0,0.003584,0.007168,,D6026440,PXMG,04/13/2026 4:20:03 PM,BPD444,8M6CL,8M6CL,07/19/2026 12:31:41 PM,8M6CL,D1D,2,7912585,,,,,,,,,,,,,,,,,
D602101,36,A25YU036SLA6,0,0,0,0.028421,0,0,0,0,0.206054,0,0,0,0.003553,0.003553,0.003553,0.003553,,D6021010,PXMG,04/14/2026 1:26:47 PM,BPD442,8M6CL,8M6CL,07/06/2026 1:20:29 AM,8M6CL,D1D,1,7905064,,,,,,,,,,,,,,,,,
D602101,37,A25YU037SLF0,0,0,0,0.028674,0,0,0,0,0.189963,0,0,0,0,0,0,0,,D6021010,PXMG,04/14/2026 1:26:47 PM,BPD442,8M6CL,8M6CL,07/02/2026 2:59:52 PM,8M6CL,D1D,2,7905063,,,,,,,,,,,,,,,,,
D601570,48,KJ7KK048WFD5,0,0,0,0.031974,0,0,0,0,0.017763,0,0,0,0.003553,0.003553,0.003553,0,,D6015700,PXMG,04/15/2026 6:51:43 AM,BPD458,8M6CL,8M6CL,06/17/2026 8:45:44 AM,8M6CL,D1D,1,7890981,,,,,,,,,,,,,,,,,
D601570,88,KJ7KK088WFG7,0,0,0,0.021316,0,0,0,0,0.092369,0,0,0,0.003553,0,0,0,,D6015700,PXMG,04/15/2026 6:51:43 AM,BPD458,8M6CL,8M6CL,06/16/2026 10:13:00 PM,8M6CL,D1D,2,7890985,,,,,,,,,,,,,,,,,
D601570,160,KJ7KK160WFH2,0,0,0,0.017763,0.007105,0,0,0,0.074606,0,0,0,0,0.007105,0,0.007105,,D6015700,PXMG,04/15/2026 6:51:43 AM,BPD458,8M6CL,8M6CL,06/17/2026 1:38:27 AM,8M6CL,D1D,3,7891073,,,,,,,,,,,,,,,,,
D601570,484,KJ7KP484WFD0,0,0,0,0.028421,0,0,0,0,0.024869,0,0,0,0,0.003553,0,0.007105,,D6015700,PXMG,04/15/2026 6:51:43 AM,BPD458,8M6CL,8M6CL,06/17/2026 9:59:44 AM,8M6CL,D1D,4,7890971,,,,,,,,,,,,,,,,,
D603127,426,GT7PS426JKF3,0,0,0,0.053753,0,0.003584,0,0,0.182762,0,0,0,0.007167,0.003584,0.010751,0.003584,,D6031270,PNCB,04/15/2026 12:48:44 AM,BPD448,8M6CL,8M6CL,06/09/2026 10:34:45 PM,8M6CL,D1D,1,7950883,,,,,,,,,,,,,,,,,
D603127,427,GT7PS427JKC2,0,0,0,0.014437,0,0,0,0,0.187676,0,0,0,0.007218,0.003609,0,0,,D6031270,PNCB,04/15/2026 12:48:44 AM,BPD448,8M6CL,8M6CL,06/08/2026 4:15:43 AM,8M6CL,D1D,2,7951063,,,,,,,,,,,,,,,,,
D602642,38,GT7EJ038JKA2,0,0,0,0.154487,0,0,0,0,0.308974,0,0.102991,0,0,0,0,0.102991,,D6026420,PXMG,04/16/2026 6:28:20 PM,BPD442,8M6CL,8M6CL,08/10/2026 8:29:08 AM,8M6CL,D1D,1,7912780,,,,,,,,,,,,,,,,,
D602642,39,GT7EJ039JKE4,0.019324,0,0,0.019324,0.003935,0,0,0.003935,0.40595,0,0,0,0.019674,0.003935,0.007519,0.043283,0,D6026420,PXMG,04/16/2026 6:28:20 PM,BPD442,8M6CL,8M6CL,07/06/2026 4:20:53 PM,8M6CL,D1D,2,7912478,,,,,,,,,,,,,,,,,
D602104,4,KJ7KK004WFF4,0,0,0,0.031974,0.003553,0.003553,0,0,0.238028,0,0,0,0.003553,0,0.007105,0.010658,,D6021040,PXMG,04/15/2026 12:38:04 AM,BPD454,8M6CL,8M6CL,06/22/2026 4:29:45 AM,8M6CL,D1D,1,7907507,,,,,,,,,,,,,,,,,
D602104,21,KJ7KK021WFB6,0.003584,0,0,0.028674,0,0,0,0,0.172042,0,0,0,0.007168,0,0.010753,0.014337,,D6021040,PXMG,04/15/2026 11:49:42 AM,BPD446,8M6CL,8M6CL,06/22/2026 7:07:26 AM,8M6CL,D1D,2,7907584,,,,,,,,,,,,,,,,,
D603141,1,GT3FY001JKC3,0,0,0,0.032258,0.007168,0,0,0,0.268815,0,0,0,0.003584,0.007168,0,0,,D6031410,PXMG,04/16/2026 8:51:46 AM,BPD454,8M6CL,8M6CL,06/22/2026 10:23:13 AM,8M6CL,D1D,1,7947993,,,,,,,,,,,,,,,,,
D603141,5,GT3FY005JKE5,0,0,0,0.028674,0,0,0,0,0.240142,0,0,0,0,0,0.007168,0,,D6031410,PXMG,04/16/2026 8:51:46 AM,BPD454,8M6CL,8M6CL,06/21/2026 10:55:37 PM,8M6CL,D1D,2,7948040,,,,,,,,,,,,,,,,,
D603141,6,GT3FY006JKB4,0,0,0,0.017763,0,0.003553,0,0,0.294871,0,0,0,0,0.003553,0,0,,D6031410,PXMG,04/16/2026 8:51:46 AM,BPD454,8M6CL,8M6CL,06/21/2026 3:33:31 AM,8M6CL,D1D,3,7948032,,,,,,,,,,,,,,,,,
D603141,10,GT3FY010JKC5,0,0,0,0.078159,0,0,0,0,0.216712,0,0.003553,0,0.003553,0.088817,0.003553,0,,D6031410,PXMG,04/16/2026 8:51:46 AM,BPD454,8M6CL,8M6CL,06/22/2026 12:01:10 PM,8M6CL,D1D,4,7947920,,,,,,,,,,,,,,,,,
D603125,553,KJ7YM553WFD1,0,0,0,0.003609,0.003609,0,0,0,0.191285,0,0,0,0.010827,0,0,0,,D6031250,PNCB,04/20/2026 9:33:03 PM,BPD448,8M6CL,8M6CL,07/03/2026 3:17:02 AM,8M6CL,D1D,1,7955199,,,,,,,,,,,,,,,,,
D603125,580,KJ7YM580WFD7,0,0,0,0,0,0,0,0,0.186345,0,0,0,0,0,0,0,,D6031250,PNCB,04/20/2026 9:33:03 PM,BPD448,8M6CL,8M6CL,07/03/2026 3:24:32 AM,8M6CL,D1D,2,7955277,,,,,,,,,,,,,,,,,
D603125,594,KJ7YM594WFD2,0,0,0,0.007167,0,0,0,0,0.189929,0.003584,0,0,0,0,0.003584,0,,D6031250,PNCB,04/20/2026 9:33:03 PM,BPD448,8M6CL,8M6CL,07/03/2026 2:02:29 AM,8M6CL,D1D,3,7955182,,,,,,,,,,,,,,,,,
D603125,595,KJ7YM595WFA1,0,0,0,0.036092,0.003609,0,0,0,0.184067,0,0,0,0,0,0.007218,0,,D6031250,PNCB,04/20/2026 9:33:03 PM,BPD448,8M6CL,8M6CL,07/03/2026 12:31:16 PM,8M6CL,D1D,4,7955364,,,,,,,,,,,,,,,,,
D602596,240,5DXBU240MVB0,0.00433,0,0.00433,0.031399,0,0.044389,0,0,0.20774,0,0,0,0.111517,0.06171,0.527231,0,0,D6025960,PNCB,04/20/2026 10:04:24 PM,BPD432,8M6CL,8M6CL,07/03/2026 5:18:41 PM,8M6CL,D1D,1,7917218,,,,,,,,,,,,,,,,,
D602596,252,5DXBU252MVG5,0.003584,0,0,0.007167,0.003584,0.028668,0,0,0.189929,0,0,0,0.053753,0.107507,0.086005,0.010751,,D6025960,PNCB,04/20/2026 10:04:24 PM,BPD432,8M6CL,8M6CL,07/03/2026 10:57:19 AM,8M6CL,D1D,2,7917339,,,,,,,,,,,,,,,,,
D602596,356,5DXBU356MVA5,0,0,0,0.021501,0.003584,0,0,0,0.193512,0,0,0,0.014334,0.010751,0.010751,0,,D6025960,PNCB,04/20/2026 10:04:24 PM,BPD432,8M6CL,8M6CL,07/04/2026 3:18:53 AM,8M6CL,D1D,3,7917385,,,,,,,,,,,,,,,,,
D602596,357,5DXBU357MVE7,0.014437,0,0,0.003609,0.003609,0,0.003609,0,0.209331,0,0,0,0.010827,0.014437,0.075792,0.007218,,D6025960,PNCB,04/20/2026 10:04:24 PM,BPD432,8M6CL,8M6CL,07/02/2026 11:13:45 AM,8M6CL,D1D,4,7917390,,,,,,,,,,,,,,,,,
D602596,395,5DXBU395MVH0,0.003609,0,0,0.014437,0.003609,0.003609,0,0,0.187676,0,0,0,0.003609,0.018046,0.036092,0,,D6025960,PNCB,04/21/2026 2:42:23 AM,BPD448,8M6CL,8M6CL,07/03/2026 7:50:47 AM,8M6CL,D1D,5,7917278,,,,,,,,,,,,,,,,,
D602108,239,KJ7KE239WFG6,0,0,0,0.003584,0.003584,0.003584,0,0,0.175626,0,0,0,0.007168,0.003584,0.007168,0,,D6021080,PXMG,04/20/2026 12:13:40 PM,BPD458,8M6CL,8M6CL,07/01/2026 8:29:13 PM,8M6CL,D1D,1,7907494,,,,,,,,,,,,,,,,,
D602108,249,KJ7KE249WFD7,0,0,0,0.046595,0,0,0,0,0.143368,0,0,0,0,0,0.010753,0,,D6021080,PXMG,04/20/2026 12:13:40 PM,BPD458,8M6CL,8M6CL,04/21/2026 8:50:26 AM,8M6CL,D1D,2,7907709,,,,,,,,,,,,,,,,,
